sq_ficha,sq_taxon,Nome Cientifico,Nome Comum,Grupo Taxonômico,Categoria de Risco,Unidades de Conservação onde ocorrem,Código CNUC
15103,1928374,Sternarchorhynchus jaimei,,Peixes Continentais,Criticamente em Perigo (CR),ÁREA DE PROTEÇÃO AMBIENTAL DE PRESIDENTE FIGUEIREDO - CAVERNA DO MOROAGA,
15104,1503875,Sternarchorhynchus kokraimoro,,Peixes Continentais,Vulnerável (VU),,
15105,1744591,Sternarchorhynchus mareikeae,,Peixes Continentais,Vulnerável (VU),Reserva Biológica do Rio Trombetas/ÁREA DE PROTEÇÃO AMBIENTAL - BAIXO RIO BRANCO/FLORESTA ESTADUAL DE FARO,0000.00.0210
15106,1651224,Sternarchorhynchus severii,Ituí,Peixes Continentais,Vulnerável (VU),,
15107,1790898,Sternarchorhynchus villasboasi,,Peixes Continentais,Vulnerável (VU),,
,2026008,Stigmatura napensis napensis,Lesser Wagtail-Tyrant/Papa-Moscas-Do-Sertão/Rabicano Menor/papa-moscas-do-sertão,Aves,Vulnerável (VU),Parque Nacional do Viruá/Estação Ecologica de Niquiá,0000.00.01790000.00.0060
,7581,Strix huhula albomarginata,Black-banded Owl/Coruja-Preta/Cárabo Negro/coruja-preta,Aves,Vulnerável (VU),Parque Nacional da Serra do Itajaí,0000.00.0150
33895,2024965,Strymon ohausi,Borboleta/fadinha,Invertebrados Terrestres,Em Perigo (EN),Parque Nacional da Chapada dos Veadeiros/Parque Nacional das Sempre-Vivas/Parque Nacional de Brasília/Parque Nacional da Serra do Cipó/ÁREA DE PROTEÇÃO AMBIENTAL DOS PIRENEUS,0000.00.01390000.00.01570000.00.01590000.00.0148
34873,1024735,Stygichthys typhlops,Piaba-branca,Peixes Continentais,Em Perigo (EN),,
30126,2026401,Succinea lopesi,,Invertebrados Terrestres,Em Perigo (EN),,
28618,6798,Sula sula,Piquero Patirrojo/Red-footed Booby/atobá-de-pé-vermelho,Aves,Em Perigo (EN),Parque Nacional Marinho de Fernando de Noronha/Reserva Biológica do Atol das Rocas/Área de Proteção Ambiental de Fernando de Noronha - Rocas - São Pedro e São Paulo/Parque Nacional Marinho dos Abrolhos/Monumento Natural do Arquipelago Sao Pedro e Sao Paulo,0000.00.01860000.00.02030000.00.00150000.00.01850000.00.3644
16772,1011289,Sympterygia acuta,Emplastro/emplastro-bicudo/raia-emplastro,Peixes Marinhos,Em Perigo (EN),Área de Proteção Ambiental Anhatomirim/Reserva Biológica Marinha do Arvoredo/ÁREA DE PROTEÇÃO AMBIENTAL DO ARQUIPELAGO DE SANTANA,0000.00.00010000.00.0214
16780,1011287,Sympterygia bonapartii,Emplastro-amarelo/emplastro-amarelo,Peixes Marinhos,Em Perigo (EN),Área de Proteção Ambiental Anhatomirim/Área de Proteção Ambiental da Baleia Franca/Reserva Biológica Marinha do Arvoredo/ÁREA DE PROTEÇÃO AMBIENTAL DO ARQUIPELAGO DE SANTANA/APA MARINHA DO LITORAL CENTRO,0000.00.00010000.00.00060000.00.0214
28620,6814,Synallaxis infuscata,Pijuí de Pinto/Pinto`s Spinetail/tatac,Aves,Em Perigo (EN),Estação Ecológica de Murici/Reserva Biológica de Pedra Talhada/PARQUE ESTADUAL MATA DO PAU FERRO/REFúGIO DE VIDA SILVESTRE MATAS DO SISTEMA GURJAú,0000.00.00590000.00.0197
12151,1088128,Synallaxis kollari,Hoary-throated Spinetail/Pijuí de Roraima/Pijuí del Roraima/joão-de-barba-grisalha,Aves,Em Perigo (EN),,
21134,1905627,Synaptula secreta,pepino-do-mar,Invertebrados Marinhos,Criticamente em Perigo (CR),PARQUE ESTADUAL DA SERRA DO MAR,
20044,2025989,Tangara cyanocephala cearensis,Saíra-militar,Aves,Vulnerável (VU),ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DE BATURITÉ/ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DA ARATANHA,
12147,7722,Tangara fastuosa,Seven-colored Tanager/Tangara Sietecolores/pintor/pintor-verdadeiro/saíra-pintor/saíra-sete-cores-do-nordeste,Aves,Vulnerável (VU),Estação Ecológica de Murici/Reserva Biológica de Pedra Talhada/NGI ICMBIO COSTA DOS CORAIS/Reserva Biológica de Saltinho/REFúGIO DE VIDA SILVESTRE MATA DE TAPACURá/PARQUE ESTADUAL MATA DO PAU FERRO/PARQUE ESTADUAL DE DOIS IRMÃOS/REFúGIO DE VIDA SILVESTRE MATAS DO SISTEMA GURJAú,0000.00.00590000.00.01970000.00.0198
24804,7740,Tangara peruviana,Black-backed Tanager/Saíra-sapucaia/Tangara Dorsinegra/saíra-sapucaia,Aves,Vulnerável (VU),Estação Ecológica de Tamoios/Parque Nacional da Serra da Bocaina/Parque Nacional da Tijuca/Parque Nacional Restinga de Jurubatiba/Reserva Biológica de Poço das Antas/Estação Ecológica de Carijós/PARQUE ESTADUAL  DE ILHABELA/PARQUE NATURAL MUNICIPAL BOSQUE DA BARRA/PARQUE NATURAL MUNICIPAL CHICO MENDES/ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS/PARQUE NATURAL MUNICIPAL DE GRUMARI/PARQUE NATURAL MUNICIPAL DE MARAPENDI/PARQUE ESTADUAL DO DESENGANO/PARQUE ESTADUAL DA SERRA DO MAR/PARQUE ESTADUAL DA SERRA DO TABULEIRO/ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA,0000.00.00630000.00.01420000.00.01540000.00.01410000.00.02150000.00.0052
